;0,00;0,05;0,10;0,15;0,20;0,25;0,30;0,35;0,40;0,45;0,50;0,55;0,60;0,65;0,70;0,75;0,80;0,85;0,90;0,95;
0,00;0,437823;0,443986;0,450166;0,456361;0,462570;0,468791;0,475021;0,481259;0,487503;0,493750;0,500000;0,506250;0,512497;0,518741;0,524979;0,531209;0,537430;0,543639;0,549834;0,556014;
0,05;0,443986;0,450166;0,456361;0,462570;0,468791;0,475021;0,481259;0,487503;0,493750;0,500000;0,506250;0,512497;0,518741;0,524979;0,531209;0,537430;0,543639;0,549834;0,556014;0,562177;
0,10;0,450166;0,456361;0,462570;0,468791;0,475021;0,481259;0,487503;0,493750;0,500000;0,506250;0,512497;0,518741;0,524979;0,531209;0,537430;0,543639;0,549834;0,556014;0,562177;0,568320;
0,15;0,456361;0,462570;0,468791;0,475021;0,481259;0,487503;0,493750;0,500000;0,506250;0,512497;0,518741;0,524979;0,531209;0,537430;0,543639;0,549834;0,556014;0,562177;0,568320;0,574443;
0,20;0,462570;0,468791;0,475021;0,481259;0,487503;0,493750;0,500000;0,506250;0,512497;0,518741;0,524979;0,531209;0,537430;0,543639;0,549834;0,556014;0,562177;0,568320;0,574443;0,580542;
0,25;0,468791;0,475021;0,481259;0,487503;0,493750;0,500000;0,506250;0,512497;0,518741;0,524979;0,531209;0,537430;0,543639;0,549834;0,556014;0,562177;0,568320;0,574443;0,580542;0,586618;
0,30;0,475021;0,481259;0,487503;0,493750;0,500000;0,506250;0,512497;0,518741;0,524979;0,531209;0,537430;0,543639;0,549834;0,556014;0,562177;0,568320;0,574443;0,580542;0,586618;0,592667;
0,35;0,481259;0,487503;0,493750;0,500000;0,506250;0,512497;0,518741;0,524979;0,531209;0,537430;0,543639;0,549834;0,556014;0,562177;0,568320;0,574443;0,580542;0,586618;0,592667;0,598688;
0,40;0,487503;0,493750;0,500000;0,506250;0,512497;0,518741;0,524979;0,531209;0,537430;0,543639;0,549834;0,556014;0,562177;0,568320;0,574443;0,580542;0,586618;0,592667;0,598688;0,604679;
0,45;0,493750;0,500000;0,506250;0,512497;0,518741;0,524979;0,531209;0,537430;0,543639;0,549834;0,556014;0,562177;0,568320;0,574443;0,580542;0,586618;0,592667;0,598688;0,604679;0,610639;
0,50;0,500000;0,506250;0,512497;0,518741;0,524979;0,531209;0,537430;0,543639;0,549834;0,556014;0,562177;0,568320;0,574443;0,580542;0,586618;0,592667;0,598688;0,604679;0,610639;0,616567;
0,55;0,506250;0,512497;0,518741;0,524979;0,531209;0,537430;0,543639;0,549834;0,556014;0,562177;0,568320;0,574443;0,580542;0,586618;0,592667;0,598688;0,604679;0,610639;0,616567;0,622459;
0,60;0,512497;0,518741;0,524979;0,531209;0,537430;0,543639;0,549834;0,556014;0,562177;0,568320;0,574443;0,580542;0,586618;0,592667;0,598688;0,604679;0,610639;0,616567;0,622459;0,628316;
0,65;0,518741;0,524979;0,531209;0,537430;0,543639;0,549834;0,556014;0,562177;0,568320;0,574443;0,580542;0,586618;0,592667;0,598688;0,604679;0,610639;0,616567;0,622459;0,628316;0,634136;
0,70;0,524979;0,531209;0,537430;0,543639;0,549834;0,556014;0,562177;0,568320;0,574443;0,580542;0,586618;0,592667;0,598688;0,604679;0,610639;0,616567;0,622459;0,628316;0,634136;0,639916;
0,75;0,531209;0,537430;0,543639;0,549834;0,556014;0,562177;0,568320;0,574443;0,580542;0,586618;0,592667;0,598688;0,604679;0,610639;0,616567;0,622459;0,628316;0,634136;0,639916;0,645656;
0,80;0,537430;0,543639;0,549834;0,556014;0,562177;0,568320;0,574443;0,580542;0,586618;0,592667;0,598688;0,604679;0,610639;0,616567;0,622459;0,628316;0,634136;0,639916;0,645656;0,651355;
0,85;0,543639;0,549834;0,556014;0,562177;0,568320;0,574443;0,580542;0,586618;0,592667;0,598688;0,604679;0,610639;0,616567;0,622459;0,628316;0,634136;0,639916;0,645656;0,651355;0,657010;
0,90;0,549834;0,556014;0,562177;0,568320;0,574443;0,580542;0,586618;0,592667;0,598688;0,604679;0,610639;0,616567;0,622459;0,628316;0,634136;0,639916;0,645656;0,651355;0,657010;0,662622;
0,95;0,556014;0,562177;0,568320;0,574443;0,580542;0,586618;0,592667;0,598688;0,604679;0,610639;0,616567;0,622459;0,628316;0,634136;0,639916;0,645656;0,651355;0,657010;0,662622;0,668188;
